img,9-gummy,16-Incisal Embrasure,4-color,52-Crooked,41-Central Incisor W/H Ratio,,
17002-b.jpg,1,1,1,0,1,,
17003-b.jpg:,1,1,1,0,1,,
17004-b.jpg,1,1,0,0,1,,
17005-b.jpg,1,1,1,0,1,,
17006-b.jpg,0,1,0,0,1,,
17007-b.jpg,0,1,1,1,1,,
17008-b.jpg,0,1,1,0,1,,
17009-b.jpg,0,1,1,0,1,,
17010-b.jpg,1,1,1,1,1,,
17011-b.jpg,0,1,1,1,1,,
17012-b.jpg,0,1,1,0,1,,
17013-b.jpg,0,1,1,0,1,,
17014-b.jpg,0,1,1,0,0,,
61.jpg,0,1,1,0,1,,
80.jpg,0,1,1,0,1,,
17001-a.jpg,1,1,0,0,0,,
17002-a.jpg,1,0,0,0,0,,
17003-a.jpg,0,0,0,0,1,,
17004-a.jpg,0,0,0,0,1,,
17005-a.jpg,1,1,0,0,1,,
17006-a.jpg,0,0,0,0,0,,
17007-a.jpg,0,0,0,0,1,,
17008-a.jpg,0,1,0,0,1,,
17009-a.jpg,0,0,0,0,1,,
17010-a.jpg,0,1,0,0,0,,
17011-a.jpg,0,0,0,0,1,,
8001_B.jpg,1,1,1,0,1,,
8002_B.jpg,1,1,1,1,0,,
8003_B.jpg,0,1,0,0,1,,
8004_B.jpg,0,1,0,0,1,,
8005_B.jpg,0,1,0,0,1,,
8006_B.jpg,0,1,1,0,0,,
8007_B.jpg,0,1,1,0,1,,
8008_B.jpg,0,1,1,0,1,,
8009_B.jpg,0,1,0,1,1,,
8010_B.jpg,0,1,1,0,1,,
8011_B.jpg,0,1,1,1,1,,
8012_B.jpg,0,1,0,0,1,,
8013_B.jpg,0,1,1,0,1,,
8014_B.jpg,0,1,1,1,1,,
8015_B.jpg,0,1,1,0,1,,
8016_B.png,1,1,1,1,1,,
8017_B.jpg,1,1,1,1,1,,
8018_B.jpg,1,1,1,0,0,,
8019_B.jpg,0,1,1,0,1,,
8001_A.jpg,0,0,0,0,0,,
8002_A.jpg,0,0,0,0,0,,
8003_A.jpg,0,0,0,0,0,,
8004_A.jpg,0,0,0,0,0,,
8005_A.jpg,0,0,0,0,0,,
8006_A.jpg,0,0,0,0,0,,
8007_A.jpg,0,0,0,0,0,,
8008_A.jpg,0,1,1,0,1,,
8009_A.jpg,0,0,0,0,1,,
8010_A.jpg,0,0,0,0,1,,
8011_A.jpg,1,0,0,0,1,,
8012_A.jpg,0,0,0,0,1,,
8013_A.jpg,0,0,0,0,1,,
8014_A.jpg,0,0,0,0,0,,
8015_A.jpg,0,0,1,0,1,,
8016_A.png,0,1,1,0,1,,
8017_A.jpg,0,0,1,0,1,,
8018_A.jpg,0,0,1,0,1,,
8019_A.jpg,0,0,1,0,1,,
9001_B.jpg,1,1,0,0,1,,
9002_B.jpg,1,1,1,0,1,,
9003.jpg,1,1,0,0,1,,
9004_B.jpg,1,1,1,0,1,,
9005_B.jpg,1,1,0,0,0,,
9006_B.jpg,1,1,0,0,1,,
9007_B.jpg,1,1,1,0,1,,
9008_B.jpg,1,0,0,0,1,,
9009_B.jpg,1,0,1,0,1,,
9010_B.jpg,1,1,1,0,0,,
9011_B.jpg,1,1,1,0,1,,
9012_B.jpg,1,1,1,0,1,,
9013.jpg,1,1,0,0,0,,
9014.jpg,1,1,0,0,1,,
9015_B.jpg,1,0,0,1,1,,
9016_B.jpg,1,1,1,0,1,,
9017_B.png,1,0,1,0,1,,
9018_B.jpg,1,1,1,0,0,,
9019_B.jpg,1,1,1,0,0,,
9020_B.jpg,1,0,1,0,1,,
9021_B.jpg,1,1,0,0,1,,
9022_B.jpg,1,0,1,0,0,,
9023_B.jpg,1,1,1,0,1,,
9024_B.jpg,1,1,1,0,1,,
9025_B.jpg,1,1,1,0,1,,
9026.jpg,1,0,1,0,1,,
9027.jpg,1,0,0,0,0,,
9028.jpg,1,0,1,0,0,,
9029.jpg,1,1,0,1,0,,
9030.jpg,1,1,1,1,1,,
9001_A.jpg,0,0,0,0,1,,
9002_A.jpg,0,0,0,0,0,,
9004_A.jpg,0,0,0,0,0,,
9005_A.jpg,0,0,0,0,0,,
9006_A.jpg,0,0,0,0,1,,
9007_A.jpg,0,0,0,0,0,,
9008_A.jpg,0,0,0,0,0,,
9009_A.jpg,0,1,1,0,1,,
9010_A.jpg,0,0,1,0,0,,
9011_A.jpg,0,0,0,0,0,,
9012_A.jpg,0,0,0,0,1,,
9015_A.jpg,0,0,0,1,1,,
9016_A.jpg,0,0,0,0,0,,
9017_A.png,0,0,0,0,1,,
9018_A.jpg,0,0,1,0,0,,
9019_A.jpg,0,0,0,0,0,,
9020_A.jpg,0,0,1,0,1,,
9021_A.jpg,0,0,0,0,1,,
9022_A.jpg,0,1,0,0,0,,
9023_A.jpg,0,0,0,0,1,,
9024_A.jpg,0,1,1,0,1,,
9025_A.jpg,0,0,0,0,1,,
15001-b.jpg,0,0,1,0,1,,
15002-b.jpg,0,1,1,1,1,,
15003-b.jpg,0,0,1,0,0,,
15004-b.jpg,1,0,1,1,1,,
15005-b.jpg,0,1,1,1,1,,
15006-b.jpg,1,1,1,0,0,,
15007-b.jpg,0,1,1,0,1,,
15008-b.jpg,0,1,0,1,1,,
15009-b.jpg,0,1,0,0,1,,
15010-b.jpg,1,1,1,1,1,,
15011-b.jpg,0,1,1,0,1,,
15012-b.jpg,0,1,1,0,1,,
15013-b.jpg,0,1,1,0,1,,
15001-a.jpg,0,0,1,0,1,,
15002-a.jpg,0,1,1,1,1,,
15003-a.jpg,0,0,0,0,1,,
15004-a.jpg,0,1,1,0,1,,
15005-a.jpg,0,0,0,0,1,,
15006-a.jpg,1,1,0,0,0,,
15007-a.jpg,0,0,1,0,1,,
15008-a.jpg,0,1,0,0,1,,
15009-a.jpg,0,1,0,0,1,,
15010-a.jpg,1,0,1,0,1,,
15011-a.jpg,0,0,1,0,1,,
15012-a.jpg,0,0,1,0,1,,
15013-a.jpg,0,1,1,0,1,,
13001-b.jpg,1,1,1,0,0,,
13002-b.jpg,1,1,1,0,0,,
13004-b.jpg,1,1,1,0,1,,
13005-b.jpg,1,1,1,0,1,,
13006-b.jpg,0,1,1,0,0,,
13007-b.jpg,0,1,1,0,0,,
13008-b.jpg,1,1,1,0,1,,
13009-b.jpg,0,1,1,0,1,,
13010-b.jpg,0,0,1,0,1,,
13011-b.jpg,0,1,1,1,1,,
13012-b.jpg,0,1,1,1,1,,
13013-b.jpg,0,1,1,1,1,,
13014-b.jpg,0,1,1,0,1,,
13015-b.jpg,0,1,1,1,1,,
13016-b.jpg,1,1,1,0,1,,
13017-b.jpg,0,1,1,0,1,,
13018-b.jpg,0,1,1,1,1,,
13019-b.jpg,0,1,1,0,1,,
13001-a.jpg,1,0,1,0,0,,
13002-a.jpg,1,0,1,0,0,,
13004-a.jpg,1,1,0,0,0,,
13005-a.jpg,0,0,0,0,0,,
13006-a.jpg,0,0,1,0,0,,
13007-a.jpg,0,0,1,0,0,,
13008-a.jpg,0,0,0,0,0,,
13009-a.jpg,0,0,1,0,1,,
13010-a.jpg,0,0,1,0,1,,
13011-a.jpg,0,0,0,0,0,,
13012-a.jpg,0,0,0,0,1,,
13013-a.jpg,0,0,0,0,1,,
13014-a.jpg,0,0,0,0,0,,
13015-a.jpg,0,0,0,0,0,,
13016-a.jpg,0,0,0,0,1,,
13017-a.jpg,0,0,0,0,1,,
13018-a.jpg,0,0,0,0,1,,
16001.jpg,1,1,1,0,0,,
16002.jpg,1,1,1,0,0,,
16003.jpg,0,1,1,1,1,,
16004-a.jpg,0,1,1,0,1,,
16004-b.jpg,0,1,1,0,1,,
16005-a.jpg,0,1,1,0,0,,
16005-b.jpg,0,1,1,0,1,,
16006.jpg,0,1,1,0,1,,
16007.jpg,1,1,0,0,0,,
16008.jpg,1,1,1,0,0,,
16009.jpg,0,1,1,0,0,,
16010.jpg,0,1,1,0,1,,
16011.jpg,0,1,1,0,1,,
16012.jpg,1,1,1,0,0,,
16013.jpg,1,1,0,0,0,,
16014.jpg,0,1,1,0,0,,
16015.jpg,0,1,1,0,1,,
16016.jpg,1,1,1,0,0,,
16017.jpg,1,1,1,0,1,,
16018.jpg,0,1,1,0,0,,
16019.jpg,0,1,0,0,0,,
16020.jpg,0,1,1,0,1,,
16021.jpg,0,1,1,0,0,,
16022-b.jpg,0,1,1,0,1,,
16023-b.jpg,0,1,1,1,1,,
16024-b.jpg,0,1,1,0,0,,
16025-b.jpg,0,1,1,1,1,,
16026-b.jpg,1,1,1,0,1,,
16027-b.jpg,1,1,1,1,1,,
16028-b.jpg,0,1,1,1,1,,
16029-b.jpg,0,1,1,1,1,,
16030-b.jpg,1,1,1,1,1,,
16012-a.jpg,0,0,0,0,0,,
16022-a.jpg,0,0,0,0,0,,
16023-a.jpg,0,0,0,0,0,,
16024-a.jpg,0,0,0,0,0,,
16025-a.jpg,0,0,0,0,0,,
16026-a.jpg,0,0,0,0,0,,
16027-a.jpg,0,0,0,0,0,,
16028-a.jpg,0,0,0,0,0,,
16029-a.jpg,0,0,0,0,0,,
16030-a.jpg,0,0,0,0,0,,
c1.jpg,0,1,1,1,1,,
c1-a.jpg,0,0,1,0,0,,
c2.jpg,0,1,1,0,1,,
c2-a.jpg,0,0,0,0,0,,
c3.jpg,1,1,1,1,1,,
c3-a.jpg,0,0,0,0,0,,
c4.jpg,0,1,1,1,0,,
c4-a.jpg,0,1,0,0,0,,
c5.jpg,1,1,1,1,1,,
c5-a.jpg,1,0,0,0,0,,
c6.jpg,1,1,1,1,0,,
c6-a.jpg,0,0,0,0,0,,
c7.jpg,1,1,1,1,1,,
c7-a.jpg,1,0,0,0,0,,
c8.jpg,0,0,1,0,1,,
c8-a.jpg,0,0,0,0,0,,
c9.jpg,0,1,1,1,0,,
c9-a.jpg,0,0,0,0,0,,
c10.jpg,0,1,1,0,0,,
c10-a.jpg,0,0,0,0,0,,
c11.jpg,0,1,1,1,0,,
c11-a.jpg,0,1,0,0,0,,
c12.jpg,0,0,1,1,1,,
c12-a.jpg,0,0,0,0,0,,
c13.jpg,0,1,1,1,0,,
c13-a.jpg,0,0,0,0,0,,
c14.jpg,1,1,1,1,1,,
c14-a.jpg,1,0,0,0,0,,
c15.jpg,1,1,1,1,1,,
c15-a.jpg,0,0,0,0,0,,
c16.jpg,0,1,1,0,0,,
c16-a.jpg,0,0,0,0,0,,
c17.jpg,0,1,0,0,0,,
c17-a.jpg,0,0,0,0,0,,
c18.jpg,0,1,1,0,1,,
c18-a.jpg,0,1,0,0,0,,
c19.jpg,1,1,1,1,1,,
c19-a.jpg,0,0,0,0,0,,
c20.jpg,0,1,1,1,1,,
c20-a.jpg,0,0,0,0,0,,
c21.jpg,0,1,1,1,1,,
c21-a.jpg,0,0,0,0,0,,
c22.jpg,0,1,1,1,1,,
c22-a.jpg,0,0,0,0,0,,
c23.jpg,1,1,1,1,1,,
c23-a.jpg,0,0,0,0,0,,
c24.jpg,0,1,1,1,0,,
c24-a.jpg,0,0,0,0,0,,
c25.jpg,1,1,1,1,1,,
c25-a.jpg,0,1,0,0,0,,
c26.jpg,1,1,1,1,1,,
c26-a.jpg,1,0,0,0,0,,
c27.jpg,0,1,1,0,0,,
c27-a.jpg,0,0,0,0,0,,
c28.jpg,0,1,1,1,1,,
c28-a.jpg,0,0,0,0,0,,
c29.jpg,0,1,1,1,1,,
c29-a.jpg,0,0,0,0,0,,
