img,9-gummy,16-Incisal Embrasure,4-color,41-Central Incisor W/H Ratio,18-black triangle,8-gaps,52-Crooked
8014_A.jpg,0,0,0,0,0,0,0
8015_A.jpg,0,0,1,1,0,0,0
8016_A.png,0,1,1,1,0,0,0
8017_A.jpg,0,0,1,1,1,0,0
8018_A.jpg,0,0,1,1,0,0,0
8019_A.jpg,0,0,1,1,0,0,0
9001_B.jpg,1,1,0,1,0,0,0
9002_B.jpg,1,1,1,1,0,0,0
9003.jpg,1,1,0,1,0,0,0
9004_B.jpg,1,1,1,1,0,0,0
9005_B.jpg,1,1,0,0,0,0,0
9006_B.jpg,1,1,0,1,0,0,0
9007_B.jpg,1,1,1,1,0,0,0
9008_B.jpg,1,0,0,1,0,0,0
9009_B.jpg,1,0,1,1,0,0,0
9010_B.jpg,1,1,1,0,0,0,0
9011_B.jpg,1,1,1,1,0,0,0
9012_B.jpg,1,1,1,1,0,0,0
9013.jpg,1,1,0,0,0,0,0
9014.jpg,1,1,0,1,0,0,0
9015_B.jpg,1,0,0,1,0,0,1
9016_B.jpg,1,1,1,1,0,1,0
9017_B.png,1,0,1,1,0,0,0
9018_B.jpg,1,1,1,0,0,0,0
9019_B.jpg,1,1,1,0,0,0,0
9020_B.jpg,1,0,1,1,0,0,0
9021_B.jpg,1,1,0,1,0,0,0
9022_B.jpg,1,0,1,0,0,0,0
9023_B.jpg,1,1,1,1,0,0,0
9024_B.jpg,1,1,1,1,0,0,0
9025_B.jpg,1,1,1,1,0,0,0
9026.jpg,1,0,1,1,0,0,0
9027.jpg,1,0,0,0,0,0,0
9028.jpg,1,0,1,0,0,0,0
9029.jpg,1,1,0,0,0,0,1
9030.jpg,1,1,1,1,0,0,1
9001_A.jpg,0,0,0,1,0,0,0
9002_A.jpg,0,0,0,0,0,0,0
9004_A.jpg,0,0,0,0,0,0,0
9005_A.jpg,0,0,0,0,0,0,0
9006_A.jpg,0,0,0,1,0,0,0
9007_A.jpg,0,0,0,0,0,0,0
9008_A.jpg,0,0,0,0,0,0,0
9009_A.jpg,0,1,1,1,0,0,0
9010_A.jpg,0,0,1,0,0,0,0
9011_A.jpg,0,0,0,0,0,0,0
9012_A.jpg,0,0,0,1,0,0,0
9015_A.jpg,0,0,0,1,0,0,1
9016_A.jpg,0,0,0,0,0,0,0
9017_A.png,0,0,0,1,0,0,0
9018_A.jpg,0,0,1,0,0,0,0
9019_A.jpg,0,0,0,0,0,0,0
9020_A.jpg,0,0,1,1,0,0,0
9021_A.jpg,0,0,0,1,0,0,0
9022_A.jpg,0,1,0,0,0,0,0
9023_A.jpg,0,0,0,1,0,0,0
9024_A.jpg,0,1,1,1,0,0,0
9025_A.jpg,0,0,0,1,0,0,0
15001-b.jpg,0,0,1,1,0,0,0
15002-b.jpg,0,1,1,1,0,0,1
15003-b.jpg,0,0,1,0,0,0,0
15004-b.jpg,1,0,1,1,0,0,1
15005-b.jpg,0,1,1,1,0,0,1
15006-b.jpg,1,1,1,0,0,0,0
15007-b.jpg,0,1,1,1,0,0,0
15008-b.jpg,0,1,0,1,0,1,1
15009-b.jpg,0,1,0,1,0,0,0
15010-b.jpg,1,1,1,1,0,0,1
15011-b.jpg,0,1,1,1,0,0,0
15012-b.jpg,0,1,1,1,0,0,0
15013-b.jpg,0,1,1,1,0,0,0
15001-a.jpg,0,0,1,1,0,0,0
15002-a.jpg,0,1,1,1,0,0,1
15003-a.jpg,0,0,0,1,0,0,0
15004-a.jpg,0,1,1,1,0,0,0
15005-a.jpg,0,0,0,1,0,0,0
15006-a.jpg,1,1,0,0,0,0,0
15007-a.jpg,0,0,1,1,0,0,0
15008-a.jpg,0,1,0,1,0,0,0
15009-a.jpg,0,1,0,1,0,0,0
15010-a.jpg,1,0,1,1,0,0,0
15011-a.jpg,0,0,1,1,0,0,0
15012-a.jpg,0,0,1,1,0,0,0
15013-a.jpg,0,1,1,1,0,0,0
13001-b.jpg,1,1,1,0,1,0,0
13002-b.jpg,1,1,1,0,1,0,0
13004-b.jpg,1,1,1,1,0,0,0
13005-b.jpg,1,1,1,1,0,0,0
13006-b.jpg,0,1,1,0,0,0,0
13007-b.jpg,0,1,1,0,0,0,0
13008-b.jpg,1,1,1,1,0,1,0
13009-b.jpg,0,1,1,1,0,0,0
13010-b.jpg,0,0,1,1,0,1,0
13011-b.jpg,0,1,1,1,0,1,1
13012-b.jpg,0,1,1,1,0,0,1
13013-b.jpg,0,1,1,1,0,0,1
13014-b.jpg,0,1,1,1,0,0,0
13015-b.jpg,0,1,1,1,0,0,1
13016-b.jpg,1,1,1,1,0,1,0
13017-b.jpg,0,1,1,1,0,0,0
13018-b.jpg,0,1,1,1,0,0,1
13019.jpg,0,1,1,1,0,0,0
13001-a.jpg,1,0,1,0,0,0,0
13002-a.jpg,1,0,1,0,0,0,0
13004-a.jpg,1,1,0,0,0,1,0
13005-a.jpg,0,0,0,0,0,0,0
13006-a.jpg,0,0,1,0,0,0,0
13007-a.jpg,0,0,1,0,0,0,0
13008-a.jpg,0,0,0,0,0,0,0
13009-a.jpg,0,0,1,1,0,0,0
13010-a.jpg,0,0,1,1,0,0,0
13011-a.jpg,0,0,0,0,0,0,0
13012-a.jpg,0,0,0,1,0,0,0
13013-a.jpg,0,0,0,1,0,0,0
13014-a.jpg,0,0,0,0,0,0,0
13015-a.jpg,0,0,0,0,0,0,0
13016-a.jpg,0,0,0,1,0,0,0
13017-a.jpg,0,0,0,1,0,0,0
13018-a.jpg,0,0,0,1,0,0,0
16001.jpg,1,1,1,0,1,0,0
16002.jpg,1,1,1,0,0,0,0
16003.jpg,0,1,1,1,1,1,1
16004-a.jpg,0,1,1,1,,0,0
16004-b.jpg,0,1,1,1,1,1,0
16005-a.jpg,0,1,1,0,0,0,0
16005-b.jpg,0,1,1,1,0,0,0
16006.jpg,0,1,1,1,0,0,0
16007.jpg,1,1,0,0,0,0,0
16008.jpg,1,1,1,0,0,0,0
16009.jpg,0,1,1,0,1,1,0
16010.jpg,0,1,1,1,1,1,0
16011.jpg,0,1,1,1,1,1,0
16012.jpg,1,1,1,0,0,0,0
16013.jpg,1,1,0,0,0,0,0
16014.jpg,0,1,1,0,0,0,0
16015.jpg,0,1,1,1,1,0,0
16016.jpg,1,1,1,0,0,0,0
16017.jpg,1,1,1,1,0,1,0
16018.jpg,0,1,1,0,1,1,0
16019.jpg,0,1,0,0,0,0,0
16020.jpg,0,1,1,1,0,1,0
16021.jpg,0,1,1,0,0,1,0
16022-b.jpg,0,1,1,1,0,0,0
16023-b.jpg,0,1,1,1,0,0,1
16024-b.jpg,0,1,1,0,0,1,0
16025-b.jpg,0,1,1,1,0,0,1
16026-b.jpg,1,1,1,1,1,0,0
16027-b.jpg,1,1,1,1,0,1,1
16028-b.jpg,0,1,1,1,0,0,1
16029-b.jpg,0,1,1,1,1,1,1
16030-b.jpg,1,1,1,1,1,0,1
16012-a.jpg,0,0,0,0,0,0,0
16022-a.jpg,0,0,0,0,0,0,0
16023-a.jpg,0,0,0,0,0,0,0
16024-a.jpg,0,0,0,0,0,0,0
16025-a.jpg,0,0,0,0,0,0,0
16026-a.jpg,0,0,0,0,0,0,0
16027-a.jpg,0,0,0,0,0,0,0
16028-a.jpg,0,0,0,0,0,0,0
16029-a.jpg,0,0,0,0,0,0,0
16030-a.jpg,0,0,0,0,0,0,0
c1.jpg,0,1,1,1,1,0,1
c1-a.jpg,0,0,1,0,0,0,0
c2.jpg,0,1,1,1,1,1,0
c2-a.jpg,0,0,0,0,0,0,0
c3.jpg,1,1,1,1,0,0,1
c3-a.jpg,0,0,0,0,0,0,0
c4.jpg,0,1,1,0,0,0,1
c4-a.jpg,0,1,0,0,0,0,0
c5.jpg,1,1,1,1,0,0,1
c5-a.jpg,1,0,0,0,0,0,0
c6.jpg,1,1,1,0,0,0,1
c6-a.jpg,0,0,0,0,0,0,0
c7.jpg,1,1,1,1,0,0,1
c7-a.jpg,1,0,0,0,0,0,0
c8.jpg,0,0,1,1,0,0,0
c8-a.jpg,0,0,0,0,0,0,0
c9.jpg,0,1,1,0,1,1,1
c9-a.jpg,0,0,0,0,0,0,0
c10.jpg,0,1,1,0,0,0,0
c10-a.jpg,0,0,0,0,0,0,0
c11.jpg,0,1,1,0,0,0,1
c11-a.jpg,0,1,0,0,0,0,0
c12.jpg,0,0,1,1,0,0,1
c12-a.jpg,0,0,0,0,0,0,0
c13.jpg,0,1,1,0,1,0,1
c13-a.jpg,0,0,0,0,0,0,0
c14.jpg,1,1,1,1,0,0,1
c14-a.jpg,1,0,0,0,0,0,0
c15.jpg,1,1,1,1,0,0,1
c15-a.jpg,0,0,0,0,0,0,0
c16.jpg,0,1,1,0,0,0,0
c16-a.jpg,0,0,0,0,0,0,0
c17.jpg,0,1,0,0,0,0,0
c17-a.jpg,0,0,0,0,0,0,0
c18.jpg,0,1,1,1,0,0,0
c18-a.jpg,0,1,0,0,0,0,0
c19.jpg,1,1,1,1,1,1,1
c19-a.jpg,0,0,0,0,0,0,0
c20.jpg,0,1,1,1,0,0,1
c20-a.jpg,0,0,0,0,0,0,0
c21.jpg,0,1,1,1,0,0,1
c21-a.jpg,0,0,0,0,0,0,0
c22.jpg,0,1,1,1,1,0,1
c22-a.jpg,0,0,0,0,0,0,0
c23.jpg,1,1,1,1,0,0,1
c23-a.jpg,0,0,0,0,0,0,0
c24.jpg,0,1,1,0,0,0,1
c24-a.jpg,0,0,0,0,0,0,0
c25.jpg,1,1,1,1,1,0,1
c25-a.jpg,0,1,0,0,0,0,0
c26.jpg,1,1,1,1,0,0,1
c26-a.jpg,1,0,0,0,0,0,0
c27.jpg,0,1,1,0,0,0,0
c27-a.jpg,0,0,0,0,0,0,0
c28.jpg,0,1,1,1,0,0,1
c28-a.jpg,0,0,0,0,1,0,0
c29.jpg,0,1,1,1,0,0,1
c29-a.jpg,0,0,0,0,0,0,0
d1.jpg,0,0,1,1,0,0,1
d2.jpg,1,1,1,1,0,1,0
d3.jpg,0,0,1,0,1,0,0
d4.jpg,0,0,1,0,0,0,0
d5.jpg,0,1,1,1,0,1,1
d6.jpg,0,1,1,1,0,0,0
d7.jpg,0,1,1,1,0,1,1
d8.jpg,0,1,1,0,0,0,1
d9.jpg,0,1,1,0,0,1,0
d10.jpg,0,1,1,0,0,0,0
d11.jpg,0,0,1,0,0,0,0
d12.jpg,1,1,1,0,0,0,0
d13.jpg,0,1,1,0,0,0,0
d14.jpg,1,0,1,0,0,1,0
d15.jpg,0,0,1,0,0,0,0
d16.jpg,0,1,1,1,0,0,0
d17.jpg,0,1,1,1,0,1,1
d18.jpg,0,1,1,0,0,1,0
d19.jpg,0,1,1,0,0,0,1
d20.jpg,0,0,1,0,0,0,0
d21.jpg,0,1,1,1,0,1,0
d22.jpg,0,0,0,0,0,0,0
d23.jpg,1,1,1,1,0,0,0
d24.jpg,0,1,1,1,1,0,0
d25.jpg,0,1,1,0,0,0,0
d26.jpg,0,1,1,0,0,1,0
d27.jpg,1,1,1,1,0,0,0
d28.jpg,0,1,1,0,0,0,1
d29.jpg,0,1,1,0,0,1,0
d30.jpg,0,1,1,0,0,1,0
d31.jpg,0,1,1,0,0,1,0
d32.jpg,0,1,1,1,0,1,0
d33.jpg,0,1,1,0,0,0,1
d34.jpg,0,1,1,1,0,0,1
d35.jpg,1,1,1,1,0,0,0
d36.jpg,0,1,1,1,0,0,0
d37.jpg,0,1,1,0,0,0,1
d38.jpg,0,1,1,0,0,1,0
d39.jpg,0,1,1,0,0,0,0
d40.jpg,0,1,1,1,0,1,0
d41.jpg,0,1,1,1,0,0,0
d42.jpg,1,1,1,1,0,0,0
d43.jpg,0,1,1,0,0,1,0
d44.jpg,0,1,1,0,0,0,0
d45.jpg,0,1,1,0,0,1,1
d46.jpg,0,1,1,0,0,0,1
d47.jpg,0,1,1,0,0,0,0
d48.jpg,0,1,1,0,0,0,1
d49.jpg,1,1,1,0,0,0,0
d50.jpg,1,0,1,1,0,0,0
d51.jpg,1,1,1,0,0,1,0
d52.jpg,0,1,1,0,0,0,0
d53.jpg,1,1,1,0,0,0,0
d1-a.jpg,0,0,0,0,0,0,0
d2-a.jpg,0,0,1,0,0,0,0
d3-a.jpg,0,0,1,0,0,0,0
d4-a.jpg,0,0,0,0,0,0,0
d5-a.jpg,0,0,0,0,0,0,0
d6-a.jpg,0,0,1,0,0,0,0
d7-a.jpg,1,1,1,0,0,0,0
d8-a.jpg,0,0,0,0,1,0,0
d9-a.jpg,0,0,0,0,0,0,0
d11-a.jpg,0,0,0,0,0,0,0
d12-a.jpg,0,0,1,0,0,0,0
d13-a.jpg,0,1,0,0,0,0,0
d14-a.jpg,0,0,0,0,0,0,0
d15-a.jpg,1,0,0,0,0,0,0
d16-a.jpg,0,0,0,0,0,0,0
d18-a.jpg,0,0,1,0,0,0,0
d19-a.jpg,0,1,0,0,0,0,0
d20-a.jpg,0,0,1,0,0,0,0
d21-a.jpg,0,1,0,0,0,0,0
d23-a.jpg,0,0,0,0,0,0,0
d24-a.jpg,0,1,1,0,0,0,0
d25-a.jpg,0,0,0,0,0,0,0
d26-a.jpg,0,0,1,0,0,0,0
d27-a.jpg,0,0,0,0,0,0,0
d28-a.jpg,0,0,1,0,0,0,0
d29-a.jpg,0,0,0,0,0,0,0
d30-a.jpg,1,0,1,0,0,0,0
d31-a.jpg,0,0,0,0,0,0,0
d32-a.jpg,0,0,1,0,0,0,0
d33-a.jpg,0,0,1,1,0,0,0
d34-a.jpg,0,0,0,0,0,0,0
d36-a.jpg,0,0,0,0,0,0,0
d38-a.jpg,0,0,0,0,0,0,0
d39-a.jpg,0,0,0,0,0,0,0
d40-a.jpg,1,0,0,0,0,0,0
d41-a.jpg,0,0,0,0,0,0,0
d42-a.jpg,0,0,0,0,0,0,0
d43-a.jpg,0,0,0,0,0,0,0
d44-a.jpg,0,0,0,0,0,0,0
d45-a.jpg,1,0,1,0,0,0,0
d46-a.jpg,0,1,1,0,0,0,1
d47-a.jpg,1,1,0,0,0,0,0
d48-a.jpg,1,0,0,0,0,0,0
d49-a.jpg,1,0,1,1,0,0,0
d50-a.jpg,0,0,1,0,1,0,0
d51-a.jpg,0,0,1,0,0,0,0
d52-a.jpg,0,1,1,0,0,0,0
e1.jpg,1,0,1,1,0,0,0
e2.jpg,0,0,1,0,0,0,0
e3.jpg,1,1,1,0,0,0,0
e4.jpg,1,1,1,0,0,1,0
e5.jpg,0,1,1,0,0,1,0
e6.jpg,1,0,1,1,0,1,0
e7.jpg,1,0,1,1,0,1,0
e8.jpg,1,1,1,0,0,1,0
e9.jpg,0,0,1,0,0,0,0
e10.jpg,1,0,1,0,0,0,0
e11.jpg,1,0,1,0,0,0,0
e12.jpg,0,0,1,1,0,0,0
e13.jpg,1,1,1,0,0,1,0
e14.jpg,0,0,1,0,0,0,0
e18.jpg,0,0,1,0,0,0,0
e19.jpg,1,0,1,1,0,0,0
e20.jpg,1,1,1,0,0,0,0
e21.jpg,0,1,1,0,0,1,0
e22.jpg,1,0,0,0,0,0,0
e23.jpg,1,0,1,0,0,0,0
e24.jpg,0,0,1,0,0,0,1
e25.jpg,1,0,1,0,0,1,0
e26.jpg,1,0,1,0,0,1,1
e27.jpg,0,0,1,1,0,1,0
e28.jpg,0,1,1,0,0,1,1
e29.jpg,1,1,1,0,0,0,0
e30.jpg,1,1,1,1,0,0,0
e31.jpg,1,1,1,0,1,0,0
e32.jpg,0,1,1,0,0,0,0
e33.jpg,1,1,1,0,0,0,0
e34.jpg,0,1,1,0,0,1,1
e35.jpg,0,1,1,1,0,1,0
e36.jpg,1,1,1,0,0,0,0
e37.jpg,1,1,1,0,0,0,0
e38.jpg,0,1,1,1,0,1,0
e39.jpg,0,1,1,0,0,1,0
e40.jpg,0,1,1,0,0,0,0
e41.jpg,1,1,1,0,0,1,0
e1-a.jpg,1,0,0,0,0,0,0
e2-a.jpg,0,0,0,0,0,0,0
e3-a.jpg,1,1,1,0,0,0,0
e4-a.jpg,0,1,0,0,0,0,0
e5-a.jpg,0,0,1,0,0,0,0
e6-a.jpg,1,0,1,0,0,0,0
e7-a.jpg,0,0,1,0,0,0,0
e8-a.jpg,0,0,0,0,0,0,0
e9-a.jpg,0,0,1,0,0,0,0
e10-a.jpg,1,1,1,1,0,0,1
e11-a.jpg,1,1,0,0,0,0,0
e12-a.jpg,0,1,1,0,0,0,0
e13-a.jpg,1,1,1,0,0,1,0
e14-a.jpg,0,0,0,0,0,0,0
e18-a.jpg,0,0,0,0,0,0,0
e19-a.jpg,0,0,0,0,0,0,0
e20-a.jpg,1,0,0,0,0,0,0
e21-a.jpg,0,1,1,1,0,0,0
e22-a.jpg,0,1,1,0,0,0,0
e23-a.jpg,1,0,1,0,0,0,0
e24-a.jpg,1,1,1,0,0,0,1
e25-a.jpg,0,0,0,0,0,0,0
e26-a.jpg,1,1,1,0,0,1,0
e27-a.jpg,0,0,1,0,0,0,0
e28-a.jpg,0,0,0,0,0,0,0
e29-a.jpg,1,0,1,0,0,0,0
e30-a.jpg,0,1,0,0,0,0,0
e31-a.jpg,1,1,1,0,1,0,0
e32-a.jpg,0,1,0,0,0,0,0
e33-a.jpg,1,1,0,0,0,0,0
e34-a.jpg,0,1,1,0,0,1,1
e35-a.jpg,1,0,0,0,0,0,0
e36-a.jpg,1,1,1,0,0,0,0
e37-a.jpg,1,1,1,1,0,0,0
e38-a.jpg,0,0,0,0,1,0,0
e39-a.jpg,0,0,1,0,0,0,0
e40-a.jpg,0,0,0,0,0,0,0
e41-a.jpg,0,0,1,0,0,0,0
f1.jpg,0,1,0,1,1,0,0
f2.jpg,1,1,0,1,1,0,0
f3.jpg,0,1,1,0,1,0,0
f4.jpg,0,1,0,1,1,0,0
f5.jpg,0,1,0,1,1,0,0
f6.jpg,0,1,0,0,1,0,0
f7.jpg,0,1,0,1,1,0,0
